candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,education_tweet_count,jobs_tweet_count,environment_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Joseph Schiavoni,JoeSchiavoni,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,9.1700001,No,,No,No,Yes,No,No,No,,,Yes,,No,,No,,,,,,,221.0,188.0,974.0,3.0889370932754883,83,25,12,1,69,63,2,2,6,2,8,1383
Larry Ealy,LarryEEaly2,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,1.02,No,Nonwhite,No,No,No,No,No,No,,,No,,No,,No,,,,,,,0.0,1.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,4
Paul Ray,,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,1.38,No,,No,No,No,No,No,No,,,No,,No,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4
Richard Cordray,RichCordray,,OH,Governor of Ohio,Governor,Regular,5/8/18,Advanced,None,On the Ballot,-7.889999900000001,62.16,Yes,White,No,No,Yes,No,No,Yes,,,Yes,,Yes,,No,,,,,,,582.0,364.0,967.0,2.4025091479351803,22,167,15,9,74,157,27,14,12,7,77,1913
William O'Neill,billoneilloh,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,3.29,No,White,Yes,No,Yes,No,No,No,,,No,,No,,No,,,,,,,59.0,60.0,137.0,2.609375,7,0,4,1,2,2,2,0,0,0,2,256
Aftab Pureval,AftabPureval,,OH,U.S. House Ohio District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-9.010000199999999,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,65.0,44.0,319.0,3.1869158878504678,0,0,0,0,0,0,0,0,0,0,0,0
Michael Milisits,MikeMilisits,,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,-8.4799995,7.400000099999999,No,,No,No,No,No,No,No,,,,,,,,,,,,,,33.0,33.0,36.0,2.0588235294117645,5,5,0,0,0,6,2,0,0,0,12,102
Robert Klepinger,,,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,-8.4799995,25.6,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,102
Theresa Gasper,theresa_gasper,GasperforOH10,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-8.4799995,67.019997,Yes,,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,8,13,0,3,1,12,0,1,0,3,9,260
Danny O'Connor,dannyoconnor1,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,On the Ballot,-13.63,40.939999,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,85.0,106.0,748.0,3.412140575079872,4,30,1,3,0,11,0,0,0,1,15,939
Danny O'Connor,dannyoconnor1,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-13.63,40.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,85.0,106.0,748.0,3.412140575079872,4,30,1,3,0,11,0,0,0,1,15,939
Doug Wilson,DougWilsonOH12,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,3.74,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,90.0,105.0,127.0,2.229813664596273,8,17,0,2,4,14,3,0,0,0,13,322
Doug Wilson,DougWilsonOH12,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,3.9400001000000002,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,90.0,105.0,127.0,2.229813664596273,8,17,0,2,4,14,3,0,0,0,13,322
Ed Albertson,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,7.860000099999999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,322
Ed Albertson,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,8.0799999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,322
Jackie Patton,PattonJackieB,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,14.02,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,24.0,36.0,168.0,3.263157894736842,14,16,1,1,3,4,2,1,0,1,3,228
Jackie Patton,PattonJackieB,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,13.58,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,24.0,36.0,168.0,3.263157894736842,14,16,1,1,3,4,2,1,0,1,3,228
John Peters,JPJohnPeters_4,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,1.49,No,,No,No,No,No,No,No,,,No,,,,,No,,No,,,,16.0,14.0,39.0,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,69
John Russell,heyjohnrussell,JCruss,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.700001,No,,No,No,No,No,No,No,,,Yes,,,,,Yes,,No,,,,142.0,179.0,450.0,2.7989623865110245,37,29,3,6,5,44,11,0,0,3,22,788
Zach Scott,ZachScottOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,16.1,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,7.0,0.0,42.0,3.4285714285714284,0,1,0,0,0,1,0,0,0,0,0,49
Zach Scott,ZachScottOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.76,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,7.0,0.0,42.0,3.4285714285714284,0,1,0,0,0,1,0,0,0,0,0,49
Betsy Rader,BetsyRaderOH,,OH,U.S. House Ohio District 14,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-11.98,100.0,Yes,,No,No,No,No,No,No,Yes,Yes,,,,,,,,,,,,140.0,109.0,569.0,3.0488997555012225,0,0,0,0,0,0,0,0,0,0,0,0
Rick Neal,Rick_Neal,,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-15.48,63.540001000000004,Yes,,No,Yes,No,No,No,No,,,Yes,,,,,,,,,,,144.0,109.0,420.0,2.8202080237741463,16,71,1,4,9,21,0,1,15,2,12,673
Rob Jarvis,robjarvis4ohio,,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Lost,None,None,-15.48,36.459998999999996,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,199.0,194.0,241.0,2.132492113564669,17,27,1,20,14,27,6,1,1,3,101,634
Aaron Godfrey,godfreap,GodfreyForOH16,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,7.9099998,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,0.0,0.0,0.0,,52,77,6,11,42,33,29,0,6,2,175,1983
Grant Goodrich,GGGoodrich,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,28.059998999999998,No,,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,,,17.0,23.0,87.0,3.1023622047244093,6,1,0,1,1,7,9,0,0,0,7,127
John Wilson,,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,4.48,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,127
Mark Dent,MDent4Congress,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,9.380000099999998,No,,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,59.0,41.0,96.0,2.377551020408163,17,19,1,4,0,3,0,1,1,0,5,196
Susan Moran Palmer,SusanPalmerOH,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.030001000000002,34.630001,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,72.0,48.0,203.0,2.8111455108359134,11,38,0,6,4,20,2,1,1,0,26,323
TJ Mulloy,TJMulloyOH,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,15.54,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,,14.0,18.0,28.0,2.466666666666667,0,1,0,0,0,5,0,0,0,1,9,60
Janet Everhard,VoteEverhard,,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,-17.360001,34.400002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,0.0,3.0,15.0,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,0,18
Jill Schiller,Vote4Schiller,jillschill,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.360001,54.200001,Yes,,No,No,No,No,No,Yes,,,Yes,,,,,,,,,,,62.0,44.0,120.0,2.5132743362831858,9,39,0,10,10,29,0,2,0,3,8,458
William Smith,,,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,-17.360001,11.4,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,458
Cody James Slatzer-Rose,,,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Lost,None,None,-31.23,16.15,No,,No,No,No,No,Yes,No,,,No,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,458
Janet Garrett,Janet4OH,,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-31.23,83.849998,Yes,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,195.0,186.0,456.0,2.6236559139784945,11,31,0,11,6,13,3,11,0,15,45,837
James Neu Jr.,Neu4Congress,,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Lost,None,None,-23.809998999999998,26.700001,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,46.0,66.0,149.0,2.789272030651341,5,0,0,1,1,15,2,1,1,3,5,261
John Michael Galbraith,OH5forGalbraith,,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-23.809998999999998,73.199997,Yes,,No,No,No,No,No,No,,,No,,,,,,,,,,,373.0,260.0,531.0,2.2714776632302405,61,55,2,4,13,60,19,2,9,10,39,1164
Shawna Roberts,RobertsOhioD6,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-37.610001000000004,74.5,Yes,,No,No,No,No,No,No,,,,,,,,,,Yes,,,,301.0,280.0,689.0,2.6110236220472443,38,42,5,10,16,36,2,16,0,2,14,1270
Werner Lange,lange4congress,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,None,-37.610001000000004,25.5,No,,No,No,No,No,No,No,,,,,,,,,,No,,,,28.0,19.0,23.0,1.8571428571428568,6,5,0,0,2,6,1,0,0,0,7,70
Ken Harbaugh,Team_Harbaugh,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-27.18,80.199997,Yes,,Yes,No,No,No,No,No,Yes,,No,,,,,,,,,Yes,,39.0,37.0,351.0,3.46135831381733,3,22,0,3,4,38,0,0,0,5,0,427
Patrick Pikus,,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,None,-27.18,19.799999,No,,No,No,No,No,No,No,No,,No,,,,,,,,,No,,,,,,0,0,0,0,0,0,0,0,0,0,0,427
Bill Ebben,bill_ebben,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,12.18,No,,Yes,No,No,No,No,No,,,No,,,,,,,,,,,27.0,13.0,16.0,1.6071428571428572,4,2,0,4,1,0,0,0,0,0,13,56
Matthew Guyette,,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,13.63,No,,No,Yes,No,No,No,No,,,No,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,56
Ted Jones,TJones4Congress,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,16.280001000000002,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,37.0,34.0,36.0,1.9813084112149533,4,8,0,0,3,1,0,0,0,0,13,107
Vanessa Enoch,DrVEnoch,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.779999,57.91,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,195.0,153.0,495.0,2.711743772241993,17,64,4,13,17,32,4,5,0,5,11,843
Constance Johnson,ConstanceForOH,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,-38.209998999999996,38.619999,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,Yes,,,,,,,101.0,91.0,277.0,2.7505330490405115,9,25,6,11,19,20,11,0,8,1,7,469
Drew Edmondson,DrewForOklahoma,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,None,On the Ballot,-38.209998999999996,61.380001,Yes,White,Yes,No,Yes,No,No,No,,,,,,,No,,,,,,,117.0,155.0,583.0,3.090058479532164,1,31,2,0,40,4,0,0,0,1,1,855
Amanda Douglas,Amanda4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,32.41,,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,30.0,32.0,96.0,2.835443037974684,6,0,1,0,4,1,0,0,1,0,1,158
David Matthew Hullum,,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,5.02,,,No,No,No,No,No,No,,,No,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,158
Gwendolyn Fields,Cd1Gwen,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,19.620001000000002,,,No,No,No,No,No,No,,,No,,,,,,,,,,,0.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Keeter,Keeter4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,8.46,,,No,No,No,No,No,No,,,No,,,,,,,,,,,8.0,8.0,3.0,1.4736842105263157,0,0,0,3,0,0,0,0,0,0,11,19
Tim Gilpin,Gilpin4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,34.48,,,No,No,No,No,No,No,,,No,,,,,,,,,,,7.0,6.0,147.0,3.75,3,2,0,1,10,2,0,0,1,0,2,160
Clay Padgett,Claypadgett2,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009997999999996,24.23,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,7.0,3.333333333333333,0,0,0,0,0,0,0,0,0,0,0,9
Elijah McIntosh,EliForCongress,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009997999999996,19.02,,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,17.0,14.0,51.0,2.8292682926829267,0,5,0,0,4,1,1,0,0,0,2,82
Jason Nichols,jmnichols75,jn4ush,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009997999999996,37.880001,,Nonwhite,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,0.0,0.0,3.0,4.0,0,9,0,1,8,7,3,0,0,1,1,381
Virginia Jenner,,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009997999999996,18.860001,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,381
Frankie Robbins,RobbinsforOK,,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-54.009997999999996,64.839996,Yes,,No,No,No,No,Yes,No,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Murray Thibodeaux,murray4congress,MurrayThibodeau,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,None,-54.009997999999996,35.16,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,10
Fred Gipson,gipson4congress,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,30.360001,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,13.0,5.0,32.0,2.76,0,0,0,1,1,0,0,0,0,0,5,50
Mallory Varner,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,18.610001,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,50
Mary Brannon,ElectBrannon,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,34.360001000000004,,,No,No,No,No,No,No,,,,,,,,,,,,,,44.0,30.0,32.0,1.7735849056603774,2,7,0,1,2,10,0,0,0,0,12,106
Roxann Klutts,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,16.67,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,106
Eddie Porter,eddiep00,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,10.63,,,No,No,No,No,No,No,,,,,,,,,,,,,,4.0,3.0,16.0,3.0434782608695654,0,5,0,0,3,0,0,0,0,0,3,23
Elysabeth Britt,ElysabethBritt,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,13.51,,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,61.0,47.0,203.0,2.913183279742765,32,4,3,0,19,3,2,0,5,4,5,311
Kendra Horn,RepKendraHorn,HornForCongress,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,43.84,,,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,5,28,0,5,24,8,1,0,4,4,7,590
Leona Kelley-Leonard,Leona_CD5OK,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,8.4200001,,,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Tom Guild,guild4congress,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,17.91,,,No,No,No,No,No,No,,,,,,,,,,,,,,388.0,283.0,771.0,2.53120665742025,34,40,1,17,19,25,8,2,5,1,179,1442
Tyson Todd Meade,,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,5.6900001,,,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1442
Eric Burnette,EricBurnetteOR,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.619999900000001,No,,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,4.0,7.0,67.0,3.615384615384616,0,2,0,0,0,1,3,0,0,1,0,78
Jamie McLeod-Skinner,JamieforOregon,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-21.68,42.82,Yes,White,No,Yes,Yes,No,Yes,No,,,,,,,,,,Yes,,,,143.0,84.0,537.0,3.0314136125654447,7,54,0,12,23,42,21,3,2,5,12,764
Jennifer Neahring,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,23.68,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,764
Jim Crary,jim_crary,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,11.44,No,,Yes,No,No,No,No,No,,,,,,,,,,,,,,15.0,32.0,309.0,3.651685393258427,14,20,0,3,5,7,7,2,0,2,3,356
Michael Byrne,congressmanbyr2,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.3000002,No,,No,No,No,No,No,No,,,,,,,,,,,,,,11.0,7.0,22.0,2.55,0,0,0,0,0,0,1,0,1,0,0,40
Raz Mason,RazMason,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.3000002,No,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,123.0,80.0,110.0,1.9169329073482428,2,0,0,7,3,10,50,0,1,0,15,313
Timothy White,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.8600001,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,313
Rachel Reddick,RachelReddick,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,35.330002,No,White,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,Yes,,40.0,29.0,166.0,3.0723404255319147,6,3,0,0,0,2,1,0,1,1,17,235
Scott Wallace,ScottWallacePA,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-0.63,56.48,Yes,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,,106.0,67.0,240.0,2.648910411622276,38,27,8,3,4,17,11,2,3,0,74,413
Steve Bacher,SteveBacher,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,8.1899996,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,12.0,17.0,91.0,3.316666666666667,14,5,1,1,4,5,6,0,0,0,4,120
Alan Howe,HoweDefendsUSA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,10.81,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,20.0,19.0,52.0,2.7032967032967035,6,1,0,0,1,0,0,0,0,0,7,91
Eric Ding,DrEricDing,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,17.99,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,180.0,117.0,217.0,2.1439688715953307,9,17,1,7,10,11,4,0,1,9,44,514
George Scott,GScott4Congress,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-10.86,36.330002,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,64.0,119.0,350.0,3.0731707317073167,14,26,1,3,5,18,4,2,2,7,9,533
Shavonnia Corbin-Johnson,SCJ4PA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,34.869999,No,Nonwhite,No,No,No,No,No,Yes,,Yes,,,,,,,,,,,,14.0,18.0,182.0,3.5700934579439254,1,5,0,0,5,2,4,0,5,0,11,214
Jessica King,jessforcongress,,PA,U.S. House Pennsylvania District 11,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-27.51,100.0,Yes,White,No,No,No,No,No,No,,,,,,Yes,Yes,Yes,,,Yes,,,67.0,79.0,435.0,3.2667814113597244,0,0,0,0,0,0,0,0,0,0,0,0
Judy Herschel,JudyHerschel,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,None,-36.009997999999996,49.610001000000004,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Marc Friedenberg,MarcForPA,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-36.009997999999996,50.389998999999996,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,122.0,87.0,351.0,2.8178571428571435,10,18,0,6,7,9,5,0,1,3,17,560
Brent Ottaway,BrentforPA13,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-45.43,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,11.0,6.0,44.0,3.081967213114754,2,0,0,0,0,0,1,1,0,0,3,61
Adam Sedlock,SedlockCampaign,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,23.879998999999998,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,3.0,0.0,19.0,3.4545454545454546,0,0,0,0,0,0,0,0,0,1,0,22
Bibiana Boerio,Boerio4Congress,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.709999,43.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,20.0,19.0,95.0,3.1194029850746268,1,12,0,0,1,8,0,0,0,1,4,134
Robert Solomon,SolomonPA14,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,19.040001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Tom Prigg,Prigg4Pa,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,13.89,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,574.0,401.0,878.0,2.3281165677280087,56,49,0,31,24,76,28,5,5,4,142,1853
Susan Boser,BoserforPA,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-41.73,74.559998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,24.0,34.0,150.0,3.2115384615384617,2,11,0,1,6,19,2,3,1,2,0,208
Wade Jodun,Jodun_for_PA5th,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Lost,None,None,-41.73,25.440001000000002,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,4.0,3.0,9.0,2.625,0,1,0,0,0,1,0,0,0,0,1,16
Chris Rieger,RiegerForPA,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,24.92,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,44.0,41.0,226.0,3.170418006430868,1,12,0,0,4,2,0,0,0,1,1,311
Robert Multari,,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,15.11,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,311
Ronald DiNicola,Ron_Dinicola,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-18.73,59.970001,Yes,,Yes,No,No,No,No,No,,,,,,,,,,,,,,15.0,24.0,159.0,3.4545454545454546,2,8,0,0,0,2,0,0,1,1,1,198
